time,rad,ta,hr,pa,vv10,vv100,valor,pred,month,week,year,day,hour
2017-09-15 04:00:00,3.4722223e-05,14.350006,97.2321,80.02377,1.471608398570156,2.922884924650774,9.933333333333334,10.0,9,37,2017,4,4
2017-09-15 05:00:00,0.08861111,14.736145,96.70428000000001,80.05197,1.4085193201623516,2.1727949582784305,10.1,9.933333333333334,9,37,2017,4,5
2017-09-15 06:00:00,66.86913,15.045532000000001,97.53385,80.0819,0.3961673817187763,0.7798954692513865,61.56666666666667,10.1,9,37,2017,4,6
2017-09-15 07:00:00,251.93747000000002,15.498688000000001,95.47877,80.09629,0.48520748265897645,0.44240964380836023,216.9,61.56666666666667,9,37,2017,4,7
2017-09-15 08:00:00,423.5753,18.261353,83.30513,80.13945,0.5544818812141514,0.7719325014241013,278.03333333333336,216.9,9,37,2017,4,8
2017-09-15 09:00:00,621.6311599999999,20.76825,70.73924,80.12621999999999,0.573253994383621,0.8932377899437137,805.6666666666666,278.03333333333336,9,37,2017,4,9
2017-09-15 10:00:00,883.2429,22.231201000000002,63.178540000000005,80.06118000000001,0.8124630343427319,1.1456198431808855,912.1,805.6666666666666,9,37,2017,4,10
2017-09-15 11:00:00,975.4493,23.955444,50.32192,79.96449,1.013709339910371,1.419414941238274,975.7931034482758,912.1,9,37,2017,4,11
2017-09-15 12:00:00,884.1643,24.203339,52.226955,79.85398,1.1493794465571683,1.5977189981991442,513.3571428571429,975.7931034482758,9,37,2017,4,12
2017-09-15 13:00:00,810.8988,24.121094,53.189009999999996,79.76535,1.1397563893514455,1.567810150252945,550.1666666666666,513.3571428571429,9,37,2017,4,13
2017-09-15 14:00:00,598.5442,23.001648,55.70920600000001,79.71988,2.0836341486203716,3.040681711003492,193.83333333333334,550.1666666666666,9,37,2017,4,14
2017-09-15 15:00:00,362.90765,22.328032999999998,70.88298,79.767075,1.351341415729823,2.09701076189672,259.96666666666664,193.83333333333334,9,37,2017,4,15
2017-09-15 16:00:00,207.05684,19.375946,83.18126,79.70146,1.148360575506495,2.3072470167583057,142.7,259.96666666666664,9,37,2017,4,16
2017-09-15 17:00:00,57.62014,18.741301999999997,86.62854,79.811966,0.44739159017113855,1.4528696297784773,29.7,142.7,9,37,2017,4,17
2017-09-15 18:00:00,3.4722223e-05,18.025055,89.044975,79.90923000000001,1.1050023819099202,2.537320186556567,8.866666666666667,29.7,9,37,2017,4,18
2017-09-15 19:00:00,3.4722223e-05,17.981201000000002,86.791115,79.984055,1.2508341015227915,1.5782122749960883,9.0,8.866666666666667,9,37,2017,4,19
2017-09-15 20:00:00,3.4722223e-05,16.517029,91.67331999999999,80.058304,0.8073812072458425,0.8514109642208524,8.733333333333333,9.0,9,37,2017,4,20
2017-09-15 21:00:00,3.4722223e-05,15.823303,94.32461500000001,80.1055,1.3344547883591262,1.736381872040321,8.1,8.733333333333333,9,37,2017,4,21
2017-09-15 22:00:00,3.4722223e-05,15.853148999999998,94.394554,80.079025,1.4370366847181424,2.05887368910724,9.133333333333333,8.1,9,37,2017,4,22
2017-09-15 23:00:00,3.4722223e-05,15.435332999999998,95.84602,80.06464,1.3690334282489118,1.8924112709753393,9.466666666666667,9.133333333333333,9,37,2017,4,23
2017-09-16 00:00:00,3.4722223e-05,15.048584,98.368004,79.99902,1.2063900591758463,1.5615266383137478,8.4,9.466666666666667,9,37,2017,5,0
2017-09-16 01:00:00,3.4722223e-05,15.05896,97.78548,79.94549599999999,1.1825538271401657,1.5141217715541246,9.866666666666667,8.4,9,37,2017,5,1
2017-09-16 02:00:00,3.4722223e-05,14.187988,98.48347,79.88448000000001,1.2773155459321006,2.072107039070575,10.033333333333333,9.866666666666667,9,37,2017,5,2
2017-09-16 03:00:00,3.4722223e-05,13.281097,98.64814,79.89887,1.4156427152671824,2.2338328953411573,10.0,10.033333333333333,9,37,2017,5,3
2017-09-16 04:00:00,3.4722223e-05,14.5321045,98.76168,79.96564000000001,1.2979400789994997,1.8514145901168002,10.0,10.0,9,37,2017,5,4
2017-09-16 05:00:00,0.19493055,14.343903,99.02266,79.98578,1.147948292497846,1.8871745154717647,11.1,10.0,9,37,2017,5,5
2017-09-16 06:00:00,90.15108000000001,15.111938,94.85292,80.02032,0.8834573866638084,1.6277340319364224,69.73333333333333,11.1,9,37,2017,5,6
2017-09-16 07:00:00,318.09783999999996,16.321533,92.92156999999999,80.04564,0.6522800149366221,0.976204442682792,250.7,69.73333333333333,9,37,2017,5,7
2017-09-16 08:00:00,577.7251,19.84674,71.4566,80.044495,0.9219711684861589,1.2650264749814923,326.8333333333333,250.7,9,37,2017,5,8
2017-09-16 09:00:00,791.56805,21.377289,60.78291,80.069244,1.77475221840337,2.4110990462050723,612.4,326.8333333333333,9,37,2017,5,9
2017-09-16 10:00:00,965.6687599999999,22.549132999999998,56.276424,80.03068,2.0784913863305037,2.886051398334619,815.5666666666667,612.4,9,37,2017,5,10
2017-09-16 11:00:00,971.1437400000001,24.616882,45.917625,79.93629,2.2150408808267397,3.1519436514370955,780.6896551724138,815.5666666666667,9,37,2017,5,11
2017-09-16 12:00:00,847.1683300000001,24.941498,45.619076,79.8465,1.8944668912133882,2.7076574263360444,629.0,780.6896551724138,9,37,2017,5,12
2017-09-16 13:00:00,914.1260000000001,25.2229,44.046079999999996,79.728516,2.1098187777821678,2.964306421589381,676.1,629.0,9,37,2017,5,13
2017-09-16 14:00:00,706.1833,25.347137,44.06193,79.73715,1.3927730853440161,2.126257027208103,552.6666666666666,676.1,9,37,2017,5,14
2017-09-16 15:00:00,434.89737,24.220367,52.067696000000005,79.728516,0.6126268230175822,0.9137256875559535,165.16666666666666,552.6666666666666,9,37,2017,5,15
2017-09-16 16:00:00,179.04413,20.405853,73.41826,79.69225,0.9813903400907488,1.537919365577645,95.93333333333334,165.16666666666666,9,37,2017,5,16
